"","submission_date","state","tot_cases","new_case","tot_death","new_death","created_at"
"42571",2021-09-30,"TN",1227674,4137,15149,50,"2021-09-29T00:00:00.000"
"42572",2021-05-31,"IA",371424,40,6055,0,"2021-06-01T15:18:33.855"
"42573",2020-07-08,"SD",7242,79,98,0,"2020-07-09T15:14:15.386"
"42577",2021-10-12,"NM",261370,609,4885,16,"2021-10-14T00:00:00.000"
"42578",2021-01-28,"SD",107795,187,1763,24,"2021-01-29T14:42:19.981"
"42579",2021-07-23,"TN",880161,1541,12673,7,"2021-07-22T00:00:00.000"
"42580",2021-03-29,"NY",1018606,3637,18734,23,"2021-03-30T14:06:13.038"
"42581",2021-10-05,"SD",146594,755,2161,1,"2021-10-06T14:06:06.075"
"42582",2020-12-02,"NM",100963,1544,1557,40,"2020-12-04T00:00:00.000"
"42583",2020-02-29,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"42584",2021-11-07,"OH",1572197,4363,25067,0,"2021-11-08T15:35:12.187"
"42586",2021-07-11,"SD",124701,15,2039,0,"2021-07-12T14:22:55.239"
"42588",2021-03-24,"IA",347205,758,5689,6,"2021-03-25T14:25:23.209"
"42589",2021-01-23,"NM",168579,848,3016,38,"2021-01-25T00:00:00.000"
"42590",2021-11-26,"SD",164292,0,2320,0,"2021-11-27T14:19:28.241"
"42591",2020-11-09,"SD",56311,907,537,1,"2020-11-10T14:45:45.196"
"42592",2020-07-14,"OH",67995,1142,3069,5,"2020-07-15T15:05:12.266"
"42593",2020-08-30,"NY",200131,417,8951,6,"2020-08-31T14:05:56.401"
"42594",2020-04-05,"IA",868,82,22,8,"2020-04-04T16:22:39.452"
"42595",2020-08-15,"IA",51793,858,973,7,"2020-08-16T14:57:14.578"
"42596",2020-03-25,"TN",712,85,2,0,"2020-03-24T00:00:00.000"
"42597",2021-09-10,"TN",1123605,5167,13890,11,"2021-09-09T00:00:00.000"
"42598",2021-07-05,"OH",1112499,105,20344,0,"2021-07-06T13:52:24.339"
"42599",2020-11-30,"NM",97095,1678,1497,27,"2020-12-02T00:00:00.000"
"42600",2021-04-10,"IA",356509,441,5857,8,"2021-04-11T13:50:11.988"
"42601",2021-05-09,"PA",1179731,1271,26543,11,"2021-05-09T00:00:00.000"
"42602",2021-04-04,"OH",1024011,0,18646,0,"2021-04-05T13:43:02.042"
"42603",2020-05-19,"NY",159024,883,7550,54,"2020-05-20T15:28:26.000"
"42604",2020-08-20,"OH",112003,1122,3929,22,"2020-08-21T14:27:34.675"
"42605",2021-01-22,"SD",106716,316,1684,11,"2021-01-23T14:50:13.435"
"42606",2020-05-21,"OH",30167,731,1836,55,"2020-05-22T15:31:45.000"
"42607",2020-08-21,"PA",133190,740,7558,35,"2020-08-21T00:00:00.000"
"42608",2021-10-27,"NM",272855,957,5027,15,"2021-10-29T00:00:00.000"
"42609",2020-11-30,"PA",369694,4409,10383,32,"2020-11-30T00:00:00.000"
"42610",2020-07-28,"NM",19791,289,600,7,"2020-07-30T00:00:00.000"
"42612",2020-02-03,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42613",2020-04-28,"NY",132768,1261,5060,113,"2020-04-29T18:12:08.477"
"42615",2020-05-24,"NY",163392,732,7830,68,"2020-05-25T14:12:49.524"
"42617",2022-01-05,"TN",1478188,15283,20998,46,"2022-01-04T00:00:00.000"
"42619",2020-04-24,"NY",121117,3512,4552,145,"2020-05-25T15:38:40.000"
"42620",2021-08-02,"OH",1131029,895,20492,0,"2021-08-03T14:29:23.404"
"42621",2020-04-04,"NY",50398,4694,566,58,"2020-04-03T16:22:39.452"
"42622",2021-10-24,"PA",1538296,3414,30972,8,"2021-10-25T17:00:46.399"
"42623",2021-04-13,"NM",194164,177,3877,9,"2021-04-15T00:00:00.000"
"42624",2020-02-20,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42626",2021-02-23,"IA",333501,433,5400,26,"2021-02-24T14:56:12.713"
"42627",2020-04-10,"NY",78128,5218,2024,237,"2020-04-09T16:22:39.452"
"42628",2021-12-04,"NY",1602574,7642,22374,30,"2021-12-06T13:50:49.266"
"42629",2020-06-27,"OH",49455,817,2804,16,"2020-06-28T14:59:02.728"
"42630",2021-08-29,"SD",131082,153,2064,1,"2021-08-30T14:26:22.672"
"42631",2021-07-22,"SD",124986,38,2041,0,"2021-07-23T13:48:31.666"
"42632",2020-11-19,"PA",296921,7040,9581,116,"2020-11-19T00:00:00.000"
"42633",2021-04-18,"OH",1053175,1076,18991,0,"2021-04-19T15:04:26.482"
"42635",2021-05-31,"OH",1102244,310,19861,0,"2021-06-01T15:18:33.855"
"42636",2020-11-30,"IA",229448,1485,2403,27,"2020-12-01T15:26:07.492"
"42637",2020-08-30,"IA",64208,1009,1113,5,"2020-08-31T14:05:56.401"
"42638",2020-11-28,"NY",327257,3962,9911,42,"2020-11-29T14:49:08.286"
"42640",2020-04-08,"PA",16470,1807,310,70,"2020-04-08T00:00:00.000"
"42641",2020-10-05,"IA",92989,405,1389,6,"2020-10-06T13:33:58.026"
"42643",2022-01-12,"OH",2246974,20093,30435,0,"2022-01-13T14:34:51.057"
"42644",2020-08-10,"SD",9663,58,146,0,"2020-08-11T14:16:27.891"
"42645",2021-07-20,"SD",124918,24,2040,0,"2021-07-21T14:18:34.888"
"42646",2021-08-16,"OH",1161573,1814,20614,0,"2021-08-17T14:24:04.262"
"42647",2021-02-26,"SD",112107,143,1879,7,"2021-02-27T14:51:23.719"
"42648",2020-10-18,"SD",33269,658,323,8,"2020-10-19T14:06:44.391"
"42649",2021-05-03,"TN",843455,499,12204,1,"2021-05-02T00:00:00.000"
"42650",2020-07-22,"IA",40000,527,808,6,"2020-07-23T14:48:19.028"
"42651",2021-09-28,"NY",1333608,2721,20908,21,"2021-09-29T15:04:06.936"
"42653",2020-09-10,"IA",72275,1010,1207,13,"2020-09-11T13:51:03.398"
"42654",2021-10-24,"NY",1417633,2152,21573,24,"2021-10-25T17:00:46.399"
"42655",2021-08-10,"OH",1145925,2326,20580,24,"2021-08-11T15:30:51.957"
"42656",2021-10-28,"OH",1536005,4190,24164,0,"2021-10-29T14:10:26.857"
"42657",2020-10-27,"PA",204814,2352,8696,23,"2020-10-27T00:00:00.000"
"42658",2021-09-17,"OH",1336061,8447,21471,206,"2021-09-18T13:43:14.051"
"42659",2021-05-14,"NM",200650,218,4003,1,"2021-05-16T00:00:00.000"
"42660",2021-12-04,"SD",168271,0,2357,0,"2021-12-06T13:50:49.266"
"42664",2020-05-26,"IA",17703,126,475,16,"2020-05-27T15:37:59.621"
"42665",2020-11-20,"IA",203975,4284,2135,29,"2020-11-21T14:59:41.222"
"42666",2021-01-17,"IA",304906,636,4323,2,"2021-01-18T14:39:32.141"
"42667",2021-08-07,"OH",1140917,2317,20556,0,"2021-08-09T12:38:43.318"
"42668",2020-06-05,"NM",8672,319,376,4,"2020-06-07T00:00:00.000"
"42669",2021-07-26,"NM",209118,211,4397,3,"2021-07-28T00:00:00.000"
"42670",2021-11-27,"OH",1673496,4222,26483,0,"2021-11-29T13:20:44.042"
"42671",2020-04-25,"OH",15587,418,711,21,"2020-05-25T15:38:40.000"
"42672",2021-02-17,"OH",945107,1816,16513,60,"2021-02-18T14:43:57.648"
"42674",2020-09-29,"NM",29157,172,825,2,"2020-10-01T00:00:00.000"
"42675",2021-02-07,"OH",920217,2138,11659,7,"2021-02-08T14:53:12.094"
"42676",2020-03-28,"SD",68,10,1,0,"2020-03-28T16:22:39.452"
"42677",2020-04-06,"SD",288,48,4,2,"2020-04-05T16:22:39.452"
"42678",2021-02-06,"NY",838229,5902,16781,95,"2021-02-07T14:46:31.377"
"42679",2021-07-17,"IA",375883,157,6158,0,"2021-07-19T13:20:07.101"
"42680",2020-10-17,"NM",36343,573,876,1,"2020-10-19T00:00:00.000"
"42681",2020-07-22,"NM",17828,311,569,3,"2020-07-24T00:00:00.000"
"42682",2020-06-17,"TN",31620,611,493,10,"2020-06-16T00:00:00.000"
"42684",2020-01-23,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42685",2021-12-10,"PA",1818299,11628,34415,144,"2021-12-11T14:24:24.165"
"42686",2021-01-27,"IA",315412,1001,4500,8,"2021-01-28T14:49:07.741"
"42688",2020-01-30,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"42690",2020-09-16,"OH",140518,1033,4555,49,"2020-09-17T13:45:45.666"
"42691",2020-07-12,"OH",65592,1378,3058,22,"2020-07-13T15:19:34.972"
"42692",2020-08-28,"PA",137654,864,7655,20,"2020-08-28T00:00:00.000"
"42693",2021-02-06,"NM",177214,421,3281,8,"2021-02-08T00:00:00.000"
"42694",2021-05-22,"OH",1096617,871,19709,0,"2021-05-23T13:37:59.772"
"42695",2020-11-09,"NY",259805,1988,9371,18,"2020-11-10T14:45:45.196"
"42696",2022-01-01,"IA",582348,0,7858,0,"2022-01-03T13:55:55.033"
"42697",2021-08-29,"NM",231025,758,4504,0,"2021-08-31T00:00:00.000"
"42698",2020-11-21,"NM",79440,2342,1284,25,"2020-11-23T00:00:00.000"
"42699",2021-03-14,"NY",964179,2809,18414,22,"2021-03-15T14:03:45.324"
"42700",2020-04-20,"TN",7111,277,148,3,"2020-04-19T00:00:00.000"
"42701",2020-03-08,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"42702",2021-03-16,"PA",976823,3145,24652,65,"2021-03-16T00:00:00.000"
"42704",2020-02-05,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"42705",2021-02-06,"TN",733212,2182,10405,203,"2021-02-05T00:00:00.000"
"42706",2020-01-27,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"42707",2020-12-30,"NY",537345,8712,12466,112,"2020-12-31T14:55:07.623"
"42708",2021-01-01,"IA",282664,1995,3898,7,"2021-01-02T14:50:51.219"
"42709",2020-05-17,"TN",17302,260,295,5,"2020-05-16T00:00:00.000"
"42710",2021-09-03,"SD",133855,483,2072,1,"2021-09-04T13:18:29.647"
"42712",2020-07-04,"IA",31061,631,721,0,"2020-07-05T15:00:14.391"
"42714",2021-04-27,"SD",122228,148,1961,1,"2021-04-28T15:20:12.714"
"42715",2021-09-25,"NM",249450,662,4748,0,"2021-09-27T00:00:00.000"
"42716",2021-07-17,"TN",873822,784,12635,2,"2021-07-16T00:00:00.000"
"42717",2020-12-02,"OH",437928,7835,6671,123,"2020-12-03T15:21:08.669"
"42719",2021-10-30,"IA",486132,0,6965,0,"2021-11-01T12:51:18.861"
"42720",2020-09-25,"NY",211873,537,9022,5,"2020-09-26T13:46:07.689"
"42721",2020-05-17,"NY",157528,896,7448,71,"2020-05-18T16:01:54.000"
"42722",2020-05-08,"PA",57453,1478,3616,200,"2020-05-08T00:00:00.000"
"42723",2020-07-09,"NM",14251,234,513,6,"2020-07-11T00:00:00.000"
"42724",2021-12-01,"TN",1318162,2132,17196,152,"2021-11-30T00:00:00.000"
"42725",2021-11-18,"PA",1666724,6637,32729,96,"2021-11-19T15:04:49.744"
"42726",2021-12-26,"TN",1380161,3898,20467,18,"2021-12-25T00:00:00.000"
"42728",2020-03-17,"PA",109,29,0,0,"2020-03-17T00:00:00.000"
"42729",2020-06-28,"NY",177789,300,8667,3,"2020-06-29T14:37:31.240"
"42730",2020-10-29,"OH",208937,3590,5275,19,"2020-10-30T13:37:23.555"
"42731",2021-01-20,"TN",686203,4767,8470,40,"2021-01-19T00:00:00.000"
"42732",2021-08-23,"OH",1183761,2775,20689,0,"2021-08-24T14:24:26.650"
"42734",2020-08-06,"TN",112650,1339,1144,27,"2020-08-05T00:00:00.000"
"42736",2021-06-20,"NY",1156172,54,19902,0,"2021-06-21T16:43:32.594"
"42737",2020-02-28,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"42738",2021-07-28,"TN",888254,2268,12722,12,"2021-07-27T00:00:00.000"
"42739",2021-09-17,"PA",1370247,5198,28812,44,"2021-09-18T13:43:14.051"
"42740",2020-06-13,"NM",9621,95,418,4,"2020-06-15T00:00:00.000"
"42741",2020-09-04,"PA",143478,931,7742,10,"2020-09-04T00:00:00.000"
"42742",2021-01-22,"PA",801998,5319,20321,193,"2021-01-22T00:00:00.000"
"42744",2021-10-07,"IA",463262,1533,6654,0,"2021-10-08T13:43:16.459"
"42745",2020-08-04,"IA",46045,200,887,4,"2020-08-05T14:13:18.333"
"42746",2020-08-13,"PA",127556,1015,7409,24,"2020-08-13T00:00:00.000"
"42747",2020-07-11,"NY",182319,423,8741,4,"2020-07-12T15:13:57.799"
"42748",2020-10-04,"NM",30477,181,840,2,"2020-10-06T00:00:00.000"
"42749",2021-06-12,"NY",1154753,272,19867,9,"2021-06-13T13:40:53.785"
"42752",2021-02-13,"NM",180289,565,3407,14,"2021-02-15T00:00:00.000"
"42753",2020-02-20,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"42754",2020-04-29,"NY",134850,2082,5170,110,"2020-04-30T16:07:01.546"
"42755",2021-01-04,"NY",584715,7483,13039,127,"2021-01-05T15:00:42.894"
"42756",2020-10-26,"IA",116703,859,1648,14,"2020-10-27T13:47:53.687"
"42757",2021-08-09,"NM",215098,435,4423,0,"2021-08-11T00:00:00.000"
"42758",2020-07-07,"NM",13727,220,500,3,"2020-07-09T00:00:00.000"
"42759",2021-10-19,"TN",1266811,1603,15973,86,"2021-10-18T00:00:00.000"
"42760",2020-11-06,"NY",253358,2006,9326,13,"2020-11-07T14:45:17.940"
"42761",2020-08-31,"SD",13509,187,167,0,"2020-09-01T14:09:34.811"
"42762",2021-05-08,"TN",847986,1030,12257,2,"2021-05-07T00:00:00.000"
"42763",2020-12-11,"TN",427367,8857,5240,69,"2020-12-10T00:00:00.000"
"42764",2021-04-01,"TN",806812,1867,11915,11,"2021-03-31T00:00:00.000"
"42765",2021-09-30,"OH",1413972,6530,21945,0,"2021-10-01T13:23:39.586"
"42766",2020-03-27,"NY",19237,3372,96,37,"2020-03-26T16:22:39.452"
"42767",2020-12-08,"IA",246811,1526,2919,201,"2020-12-09T14:45:40.234"
"42768",2021-02-22,"TN",759215,871,11133,18,"2021-02-21T00:00:00.000"
"42769",2020-07-18,"NM",16736,280,548,4,"2020-07-20T00:00:00.000"
"42770",2020-03-29,"NM",237,29,2,0,"2020-03-31T00:00:00.000"
"42771",2021-05-07,"NM",199333,279,3986,9,"2021-05-09T00:00:00.000"
"42772",2021-05-20,"NY",1144584,1013,19680,14,"2021-05-21T14:08:46.635"
"42774",2022-01-16,"PA",2458722,33266,38619,8,"2022-01-17T15:24:48.868"
"42775",2020-04-27,"OH",16325,362,753,25,"2020-05-25T15:38:40.000"
"42776",2020-12-29,"IA",277247,1364,3812,67,"2020-12-30T14:56:20.759"
"42778",2021-04-22,"IA",361894,470,5904,5,"2021-04-23T13:57:50.369"
"42779",2021-12-16,"NM",334324,0,5516,0,"2021-12-17T14:18:55.723"
"42780",2020-08-18,"NM",23579,79,686,4,"2020-08-20T00:00:00.000"
"42781",2020-10-04,"TN",198207,1348,2560,45,"2020-10-03T00:00:00.000"
"42782",2020-03-08,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42783",2020-12-08,"NM",109947,0,1710,30,"2020-12-10T00:00:00.000"
"42784",2020-06-04,"TN",24876,353,388,7,"2020-06-03T00:00:00.000"
"42785",2021-02-18,"OH",947389,2282,16611,98,"2021-02-19T15:33:51.934"
"42786",2020-05-24,"PA",71539,701,5139,15,"2020-05-24T00:00:00.000"
"42787",2020-02-14,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42788",2020-04-19,"NY",108350,2802,3787,225,"2020-04-19T16:22:39.452"
"42789",2020-01-27,"PA",0,0,0,0,"2020-03-26T16:22:39.452"
"42790",2021-05-29,"IA",371331,105,6055,2,"2021-05-30T13:32:12.197"
"42792",2020-10-27,"TN",247483,1490,3163,32,"2020-10-26T00:00:00.000"
"42794",2021-05-10,"OH",1084322,713,19428,0,"2021-05-11T13:53:24.290"
"42795",2021-01-29,"NY",798728,6799,16048,89,"2021-01-30T14:43:11.492"
"42796",2021-10-30,"TN",1280663,1124,16369,18,"2021-10-29T00:00:00.000"
"42797",2020-04-01,"NM",363,48,6,1,"2020-04-03T00:00:00.000"
"42798",2021-11-17,"IA",509761,1248,7268,0,"2021-11-18T16:58:36.538"
"42799",2021-02-12,"IA",328139,713,5223,27,"2021-02-13T14:50:08.565"
"42800",2021-11-26,"NM",310109,1009,5310,0,"2021-11-27T14:19:28.241"
"42801",2021-08-15,"PA",1255967,2098,27966,0,"2021-08-15T00:00:00.000"
"42802",2021-01-21,"OH",849704,7271,10518,109,"2021-01-22T14:51:49.095"
"42803",2021-02-25,"IA",334900,656,5438,23,"2021-02-26T15:02:41.950"
"42804",2020-09-11,"NY",205539,611,8986,3,"2020-09-12T14:12:43.160"
"42805",2021-12-17,"OH",1829367,10025,28028,434,"2021-12-18T14:58:45.027"
"42806",2021-06-04,"NY",1152423,429,19808,9,"2021-06-05T13:49:07.740"
"42807",2020-11-14,"TN",298700,4338,3852,64,"2020-11-13T00:00:00.000"
"42808",2020-09-30,"OH",153987,1080,4804,21,"2020-10-01T13:42:11.951"
"42809",2021-09-05,"PA",1319681,3176,28395,15,"2021-09-06T14:27:21.791"
"42810",2021-04-28,"NY",1114458,1849,19373,18,"2021-04-29T13:47:03.356"
"42811",2020-06-08,"PA",80096,369,6014,61,"2020-06-08T00:00:00.000"
"42812",2021-10-11,"SD",148141,107,2174,1,"2021-10-12T14:00:10.316"
"42813",2020-03-26,"NM",136,24,1,0,"2020-03-28T00:00:00.000"
"42814",2021-06-01,"IA",371473,49,6057,2,"2021-06-02T14:35:40.709"
"42815",2020-05-24,"IA",17250,352,454,9,"2020-05-25T14:12:49.524"
"42816",2021-01-09,"OH",770977,8374,9599,55,"2021-01-10T16:10:55.461"
"42817",2020-01-23,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"42818",2021-12-03,"NY",1594932,8853,22344,42,"2021-12-04T14:29:01.917"
"42819",2020-03-15,"PA",65,13,0,0,"2020-03-15T00:00:00.000"
"42821",2020-05-15,"NY",155456,950,7279,68,"2020-05-16T15:46:44.000"
"42822",2021-04-18,"PA",1113253,2938,25688,27,"2021-04-18T00:00:00.000"
"42823",2020-11-02,"IA",132123,1762,1741,24,"2020-11-03T14:57:05.887"
"42824",2020-05-01,"PA",49597,1463,2354,62,"2020-05-01T00:00:00.000"
"42825",2021-09-12,"TN",1149992,11311,13977,28,"2021-09-11T00:00:00.000"
"42826",2020-07-17,"PA",104238,1041,7007,15,"2020-07-17T00:00:00.000"
"42827",2021-10-04,"IA",458908,1111,6563,0,"2021-10-05T13:39:21.219"
"42828",2021-09-16,"SD",139412,552,2096,3,"2021-09-17T13:28:36.627"
"42829",2021-04-15,"NM",194605,227,3886,1,"2021-04-17T00:00:00.000"
"42830",2021-10-26,"IA",483409,2202,6848,0,"2021-10-27T14:21:35.386"
"42831",2020-01-31,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"42832",2020-08-05,"NM",21566,226,637,8,"2020-08-07T00:00:00.000"
"42833",2021-07-12,"OH",1114491,224,20380,0,"2021-07-13T14:26:25.742"
"42837",2020-06-14,"PA",83058,349,6243,32,"2020-06-14T00:00:00.000"
"42838",2021-10-03,"SD",145716,121,2155,5,"2021-10-04T13:57:57.568"
"42839",2020-12-23,"NY",487062,7564,11812,133,"2020-12-24T14:31:20.111"
"42840",2020-08-28,"OH",120124,1296,4105,29,"2020-08-29T13:42:50.366"
"42842",2020-09-23,"NY",210805,385,9017,1,"2020-09-24T13:54:02.843"
"42843",2020-01-25,"NM",0,0,0,0,"2020-03-26T16:22:39.452"
"42844",2020-02-27,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42846",2020-02-01,"TN",0,0,0,0,"2020-03-26T16:22:39.452"
"42847",2021-05-05,"TN",844964,853,12228,11,"2021-05-04T00:00:00.000"
"42848",2020-07-10,"OH",62856,1525,3032,26,"2020-07-11T18:25:05.541"
"42849",2020-04-14,"SD",1168,300,6,0,"2020-04-13T16:22:39.452"
"42851",2022-01-02,"PA",2077224,17611,36715,1,"2022-01-03T15:18:16.200"
"42852",2021-11-24,"SD",164292,571,2320,2,"2021-11-25T14:14:48.693"
"42853",2021-07-17,"OH",1116808,486,20437,0,"2021-07-19T13:20:07.101"
"42855",2020-03-08,"NM",0,0,0,0,"2020-03-10T00:00:00.000"
"42856",2020-02-23,"PA",0,0,0,0,"2020-03-26T16:22:39.452"
"42858",2022-01-16,"TN",1618310,0,21479,0,"2022-01-17T15:24:48.868"
"42859",2020-03-31,"SD",108,7,1,0,"2020-03-30T16:22:39.452"
"42860",2020-08-04,"NM",21340,210,629,3,"2020-08-06T00:00:00.000"
"42861",2021-11-25,"IA",520318,0,7354,0,"2021-11-26T14:12:52.035"
"42862",2021-03-22,"NM",189893,162,3780,3,"2021-03-24T00:00:00.000"
"42863",2021-08-28,"SD",130929,153,2063,1,"2021-08-30T12:49:04.183"
"42864",2021-03-11,"SD",114163,201,1905,1,"2021-03-12T15:20:13.190"
"42865",2021-02-11,"OH",931437,2806,12577,721,"2021-02-12T14:56:38.403"
"42866",2021-08-04,"TN",906492,3747,12783,9,"2021-08-03T00:00:00.000"
"42867",2021-08-19,"NY",1210346,2758,20123,12,"2021-08-20T13:21:34.552"
"42868",2021-09-05,"IA",413713,1068,6307,0,"2021-09-06T14:27:21.791"
"42869",2020-10-06,"SD",24876,278,248,0,"2020-10-07T13:45:01.309"
"42870",2020-05-12,"SD",3663,49,39,5,"2020-05-13T15:26:08.000"
"42872",2020-11-22,"SD",73065,851,819,42,"2020-11-23T15:04:35.152"
"42874",2021-08-24,"NM",226868,874,4481,2,"2021-08-26T00:00:00.000"
"42875",2020-02-23,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"42876",2020-05-03,"IA",9169,528,184,9,"2020-05-04T22:49:24.344"
"42877",2020-12-17,"OH",596178,11412,7894,117,"2020-12-18T14:45:01.331"
"42878",2021-02-10,"OH",928631,3281,11856,63,"2021-02-11T14:50:55.787"
"42879",2020-08-08,"NM",22115,150,650,6,"2020-08-10T00:00:00.000"
"42880",2020-08-18,"IA",52969,140,989,2,"2020-08-19T14:23:51.835"
"42881",2021-05-06,"NM",199054,273,3977,4,"2021-05-08T00:00:00.000"
"42882",2021-06-04,"SD",124261,19,2022,2,"2021-06-05T13:49:07.740"
"42883",2020-09-27,"NM",28844,152,821,0,"2020-09-29T00:00:00.000"
"42884",2021-12-28,"NM",346461,798,5796,22,"2021-12-29T14:30:55.917"
"42885",2020-12-07,"SD",86500,509,1110,0,"2020-12-08T14:59:49.759"
"42886",2020-10-16,"NM",35770,812,875,6,"2020-10-18T00:00:00.000"
"42887",2021-12-29,"SD",178395,944,2474,6,"2021-12-30T14:41:22.486"
"42888",2020-05-15,"TN",16849,261,287,14,"2020-05-14T00:00:00.000"
"42890",2020-11-23,"OH",363304,11885,6020,24,"2020-11-24T15:27:55.668"
"42891",2021-11-28,"TN",1313156,699,16984,0,"2021-11-27T00:00:00.000"
"42892",2020-10-26,"NY",237676,767,9215,12,"2020-10-27T13:47:53.687"
"42893",2020-04-17,"IA",2332,191,64,4,"2020-04-17T16:22:39.452"
"42895",2021-05-18,"SD",123784,98,1994,1,"2021-05-19T14:37:49.094"
"42896",2021-07-10,"PA",1219345,252,27745,8,"2021-07-10T00:00:00.000"
"42897",2020-08-26,"NM",24732,197,716,4,"2020-08-28T00:00:00.000"
"42898",2021-04-22,"OH",1060119,1724,19033,0,"2021-04-23T13:57:50.369"
"42899",2020-08-28,"NM",25042,122,727,2,"2020-08-30T00:00:00.000"
"42900",2020-08-07,"SD",9371,98,144,3,"2020-08-08T14:58:44.922"
"42901",2020-06-19,"SD",6158,49,81,3,"2020-06-20T14:15:45.452"
"42902",2021-03-08,"NM",187040,118,3695,3,"2021-03-10T00:00:00.000"
"42903",2021-07-29,"NY",1170157,1174,19981,0,"2021-07-30T14:36:41.067"
"42905",2020-09-15,"NY",207341,460,9003,8,"2020-09-16T13:53:41.027"
"42906",2021-02-19,"OH",949695,2306,16693,82,"2021-02-20T14:45:37.694"
"42907",2020-02-14,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"42908",2020-09-07,"SD",15300,191,173,0,"2020-09-08T14:47:00.875"
"42909",2021-08-05,"IA",383198,797,6193,0,"2021-08-06T14:53:58.556"
"42910",2022-01-04,"SD",183030,3047,2498,4,"2022-01-05T16:16:33.237"
"42911",2020-05-13,"SD",3732,69,39,0,"2020-05-14T17:25:44.000"
"42912",2021-04-24,"NY",1107238,2292,19298,10,"2021-04-25T13:42:01.135"
"42913",2020-06-11,"PA",81578,538,6162,49,"2020-06-11T00:00:00.000"
"42914",2021-04-13,"NY",1074867,2718,19074,19,"2021-04-14T14:34:57.978"
"42915",2021-04-25,"NM",196637,208,3913,0,"2021-04-27T00:00:00.000"
"42916",2021-05-26,"NM",202570,165,4248,3,"2021-05-28T00:00:00.000"
"42918",2020-05-12,"OH",25250,473,1436,79,"2020-05-13T15:26:08.000"
"42919",2020-12-24,"NM",135166,1924,2180,29,"2020-12-26T00:00:00.000"
"42920",2020-12-27,"PA",617985,5072,15010,127,"2020-12-27T00:00:00.000"
"42921",2020-09-24,"IA",83582,1225,1302,8,"2020-09-25T13:54:10.196"
"42922",2020-05-10,"TN",14773,244,242,1,"2020-05-09T00:00:00.000"
"42923",2021-02-20,"PA",918006,2714,23570,90,"2021-02-20T00:00:00.000"
"42924",2021-09-26,"NY",1328061,2963,20871,29,"2021-09-27T14:29:10.948"
"42925",2020-02-04,"SD",0,0,0,0,"2020-03-26T16:22:39.452"
"42926",2021-02-13,"OH",937541,2799,16340,0,"2021-02-14T14:51:00.941"
"42927",2021-06-18,"NY",1155881,236,19889,0,"2021-06-18T13:48:26.536"
"42928",2021-11-27,"SD",164292,0,2320,0,"2021-11-29T13:20:44.042"
"42929",2021-06-04,"TN",860681,318,12476,4,"2021-06-03T00:00:00.000"
"42930",2020-04-21,"NM",2072,101,65,7,"2020-04-23T00:00:00.000"
"42931",2021-06-22,"TN",864248,155,12534,10,"2021-06-21T00:00:00.000"
"42932",2021-11-15,"IA",506538,2974,7166,0,"2021-11-16T14:59:01.658"
"42933",2020-02-28,"NY",0,0,0,0,"2020-03-26T16:22:39.452"
"42934",2021-09-02,"IA",409983,1593,6307,0,"2021-09-03T13:38:30.847"
"42935",2021-11-19,"OH",1633480,6429,26063,250,"2021-11-20T14:50:36.735"
"42936",2021-05-10,"TN",848921,376,12276,19,"2021-05-09T00:00:00.000"
"42937",2020-08-09,"OH",100848,879,3669,1,"2020-08-10T14:23:35.555"
"42938",2021-02-22,"IA",333068,427,5374,38,"2021-02-23T14:51:13.218"
"42939",2022-01-01,"NM",350043,0,5855,0,"2022-01-03T13:55:55.033"
"42940",2020-05-28,"SD",4793,83,54,0,"2020-05-29T14:19:55.781"
"42941",2020-07-05,"OH",57151,968,2911,4,"2020-07-06T15:16:12.497"
"42942",2020-01-25,"IA",0,0,0,0,"2020-03-26T16:22:39.452"
"42944",2021-06-23,"PA",1216369,224,27612,8,"2021-06-23T00:00:00.000"
"42945",2020-11-23,"NM",84148,2252,1334,17,"2020-11-25T00:00:00.000"
"42946",2021-07-15,"SD",124798,24,2040,0,"2021-07-16T14:03:13.679"
"42947",2020-08-20,"NM",23951,202,697,5,"2020-08-22T00:00:00.000"
"42948",2020-06-08,"NY",171446,318,8362,23,"2020-06-09T16:49:08.000"
"42949",2021-12-05,"OH",1731003,5334,26851,0,"2021-12-06T14:59:31.281"
"42950",2020-06-08,"TN",26507,426,418,1,"2020-06-07T00:00:00.000"
"42951",2021-07-28,"PA",1227858,760,27838,7,"2021-07-28T00:00:00.000"
